epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8349999785423279,0.7276126146316528,1e-04,0.8706250190734863,0.7868383526802063
1,0.9021428823471069,0.5874509811401367,1e-04,0.8862500190734863,0.7038900256156921
2,0.9119642972946167,0.5434743762016296,1e-04,0.8918750286102295,0.6163719892501831
3,0.9201785922050476,0.506280779838562,1e-04,0.8949999809265137,0.5795238018035889
4,0.9319642782211304,0.46596580743789673,1e-04,0.8899999856948853,0.5756779909133911
5,0.9339285492897034,0.4439282715320587,1e-04,0.8956249952316284,0.5473130941390991
6,0.9430357217788696,0.4088251292705536,1e-04,0.8949999809265137,0.5450200438499451
7,0.9642857313156128,0.3537847697734833,1e-04,0.8987500071525574,0.5685800909996033
8,0.9708928465843201,0.32142189145088196,1e-04,0.8831250071525574,0.6138544678688049
9,0.964821457862854,0.31989139318466187,1e-04,0.8912500143051147,0.5842751264572144
10,0.9766071438789368,0.28956663608551025,1e-04,0.8899999856948853,0.6112017631530762
11,0.9851785898208618,0.25543370842933655,3e-05,0.8943750262260437,0.5887992978096008
12,0.9910714030265808,0.24092413485050201,3e-05,0.8931249976158142,0.5994974374771118
13,0.9928571581840515,0.23365911841392517,3e-05,0.8962500095367432,0.6101426482200623
14,0.9923214316368103,0.22899650037288666,3e-05,0.8962500095367432,0.6085976958274841
15,0.9955357313156128,0.22112058103084564,3e-05,0.8918750286102295,0.636810839176178
16,0.9957143068313599,0.21633020043373108,8.999999e-06,0.893750011920929,0.6349339485168457
17,0.9967857003211975,0.2135654091835022,8.999999e-06,0.8949999809265137,0.6413538455963135
18,0.9969642758369446,0.21005384624004364,8.999999e-06,0.8931249976158142,0.6458903551101685
19,0.9978571534156799,0.2076522558927536,8.999999e-06,0.893750011920929,0.649401068687439
