epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8342519402503967,0.7156325578689575,1e-04,0.6295850872993469,0.9254004955291748
1,0.9055015444755554,0.548647403717041,1e-04,0.7215874791145325,0.880923867225647
2,0.9576109647750854,0.4176623523235321,1e-04,0.7877330183982849,0.7964324951171875
3,0.991482138633728,0.3094259798526764,1e-04,0.7468430399894714,1.3888330459594727
4,0.995189905166626,0.27099135518074036,1e-04,0.7787131667137146,1.1666122674942017
5,0.9973945021629333,0.24252556264400482,1e-04,0.7991581559181213,1.1821820735931396
6,0.9980959892272949,0.21603231132030487,1e-04,0.788334310054779,1.2162220478057861
7,0.9990981221199036,0.19343100488185883,1e-04,0.7913409471511841,1.1791446208953857
8,1.0,0.17824774980545044,3e-05,0.7648827433586121,1.3621102571487427
9,1.0,0.17168530821800232,3e-05,0.7714973092079163,1.3100781440734863
