epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9150523543357849,0.23047755658626556,1e-04,0.9317452907562256,0.17076736688613892
1,0.9387434720993042,0.16775238513946533,1e-04,0.9344938397407532,0.15416865050792694
2,0.9443717002868652,0.16128244996070862,1e-04,0.9399908185005188,0.1514279842376709
3,0.945549726486206,0.1529117375612259,1e-04,0.9445716738700867,0.1352044939994812
4,0.9460732936859131,0.14696860313415527,1e-04,0.9422812461853027,0.1381211131811142
5,0.9486910700798035,0.14017251133918762,1e-04,0.9464040398597717,0.13211695849895477
6,0.9507853388786316,0.13627706468105316,1e-04,0.9454878568649292,0.1385359764099121
7,0.9515706896781921,0.13496318459510803,1e-04,0.950526773929596,0.13131940364837646
8,0.9514397978782654,0.13260914385318756,1e-04,0.948236346244812,0.1353311985731125
9,0.9562827348709106,0.12264514714479446,3e-05,0.9519010782241821,0.12420995533466339
10,0.9556282758712769,0.12030020356178284,3e-05,0.950526773929596,0.126358762383461
11,0.957198977470398,0.11791016906499863,3e-05,0.9519010782241821,0.12273739278316498
12,0.9582460522651672,0.11625463515520096,3e-05,0.950526773929596,0.12503445148468018
13,0.9587696194648743,0.1142275333404541,3e-05,0.9537333846092224,0.12388713657855988
14,0.9591622948646545,0.11364427953958511,3e-05,0.9537333846092224,0.12473421543836594
15,0.9598167538642883,0.11053694784641266,8.999999e-06,0.9551076292991638,0.12310988456010818
16,0.9599476456642151,0.10972193628549576,8.999999e-06,0.9541915059089661,0.12336894124746323
17,0.9612565636634827,0.11102192103862762,8.999999e-06,0.9551076292991638,0.12232614308595657
18,0.9608638882637024,0.10895518213510513,8.999999e-06,0.9555657505989075,0.12218273431062698
19,0.9612565636634827,0.10782428085803986,8.999999e-06,0.9546495676040649,0.12250927090644836
