epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9446449875831604,0.1749991774559021,1e-04,0.9027777910232544,0.2721012234687805
1,0.9494584798812866,0.18044546246528625,1e-04,0.9054487347602844,0.27096304297447205
2,0.9518651962280273,0.155584916472435,1e-04,0.9011752009391785,0.2786441147327423
3,0.9470517635345459,0.16296276450157166,1e-04,0.9006410241127014,0.28606921434402466
4,0.950661838054657,0.16442401707172394,1e-04,0.8883547186851501,0.2956308424472809
5,0.9554753303527832,0.1490318924188614,1e-04,0.8840811848640442,0.33046507835388184
6,0.9590854644775391,0.13294276595115662,3e-05,0.8936966061592102,0.3109702467918396
7,0.9614921808242798,0.12705375254154205,3e-05,0.9022436141967773,0.2936919331550598
8,0.9578820466995239,0.14134769141674042,3e-05,0.9059829115867615,0.2838866412639618
9,0.9638988971710205,0.1291385143995285,3e-05,0.8995726704597473,0.2947273552417755
