epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8748691082000732,0.30358198285102844,1e-04,0.8923499584197998,0.24612019956111908
1,0.9150523543357849,0.2168636918067932,1e-04,0.9138799905776978,0.213337242603302
2,0.9212042093276978,0.20172685384750366,1e-04,0.9170866012573242,0.2039317488670349
3,0.9225130677223206,0.19572357833385468,1e-04,0.9193770289421082,0.19578246772289276
4,0.926701545715332,0.18688662350177765,1e-04,0.9225835800170898,0.20048363506793976
5,0.9312826991081238,0.17929205298423767,1e-04,0.9271644353866577,0.181003138422966
6,0.9333769679069519,0.17391103506088257,1e-04,0.9285386800765991,0.18071523308753967
7,0.9337696433067322,0.17360982298851013,1e-04,0.9276225566864014,0.18050596117973328
8,0.9336387515068054,0.17128458619117737,1e-04,0.9285386800765991,0.1782299280166626
9,0.9370418787002563,0.16402016580104828,1e-04,0.9326614737510681,0.17596106231212616
10,0.9416230320930481,0.1627882570028305,1e-04,0.9262482523918152,0.18191330134868622
11,0.9387434720993042,0.1560811996459961,1e-04,0.9344938397407532,0.16791120171546936
12,0.9399214386940002,0.15441161394119263,1e-04,0.934951901435852,0.17296433448791504
13,0.9434555172920227,0.15060016512870789,1e-04,0.9386165738105774,0.1767277866601944
14,0.943324625492096,0.15115690231323242,1e-04,0.9367842674255371,0.16315270960330963
15,0.9477748870849609,0.1436191350221634,1e-04,0.9381585121154785,0.16714535653591156
16,0.9437173008918762,0.14898216724395752,1e-04,0.9358680844306946,0.16538502275943756
17,0.9477748870849609,0.13590188324451447,3e-05,0.9431974291801453,0.15733061730861664
18,0.9497382044792175,0.13097980618476868,3e-05,0.9409070014953613,0.15726342797279358
19,0.9514397978782654,0.12902547419071198,3e-05,0.9436554908752441,0.15507858991622925
