epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9475835561752319,0.19832392036914825,3e-05,0.9240384697914124,0.24671651422977448
1,0.9466217756271362,0.1920703500509262,3e-05,0.9182692170143127,0.25138527154922485
2,0.9475835561752319,0.19541987776756287,3e-05,0.9269230961799622,0.23990413546562195
3,0.9475835561752319,0.19015884399414062,3e-05,0.9259615540504456,0.24360524117946625
4,0.9480644464492798,0.19120553135871887,3e-05,0.920192301273346,0.25180503726005554
5,0.9509497284889221,0.1867274045944214,3e-05,0.9211538434028625,0.2484673410654068
6,0.9502283930778503,0.18510645627975464,3e-05,0.9288461804389954,0.23830026388168335
7,0.9535946249961853,0.17922000586986542,3e-05,0.9259615540504456,0.24440322816371918
8,0.9564799070358276,0.1774519681930542,8.999999e-06,0.925000011920929,0.2427138388156891
9,0.9564799070358276,0.17142802476882935,8.999999e-06,0.9259615540504456,0.2435743361711502
