epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.792546808719635,0.9310812950134277,1e-04,0.8605769276618958,0.7976473569869995
1,0.8483599424362183,0.7970799207687378,1e-04,0.8617788553237915,0.7548399567604065
2,0.8564313650131226,0.7347390055656433,1e-04,0.8762019276618958,0.6935915350914001
3,0.868796169757843,0.6816398501396179,1e-04,0.8834134340286255,0.6445725560188293
4,0.8768675923347473,0.6413596868515015,1e-04,0.8918269276618958,0.6004429459571838
5,0.8844238519668579,0.5944644212722778,1e-04,0.8846153616905212,0.58629310131073
6,0.8791001439094543,0.5765369534492493,1e-04,0.8756009340286255,0.5621957778930664
7,0.8825348019599915,0.5433525443077087,1e-04,0.8786057829856873,0.5465757250785828
8,0.8890606164932251,0.5114951729774475,1e-04,0.8894230723381042,0.4966236352920532
9,0.8904345035552979,0.4896574318408966,1e-04,0.8840144276618958,0.4826485514640808
10,0.8979907035827637,0.46389615535736084,1e-04,0.8918269276618958,0.4642302691936493
11,0.8976472616195679,0.44553977251052856,1e-04,0.8870192170143127,0.4411730468273163
12,0.9040013551712036,0.41816768050193787,1e-04,0.8737980723381042,0.49423283338546753
13,0.9041731357574463,0.40832656621932983,1e-04,0.885817289352417,0.4247550368309021
14,0.9064056277275085,0.391732782125473,1e-04,0.8996394276618958,0.3999899625778198
15,0.906920850276947,0.3787321150302887,1e-04,0.895432710647583,0.38940951228141785
16,0.9117293357849121,0.3573504388332367,1e-04,0.8918269276618958,0.39793238043785095
17,0.908294677734375,0.34729811549186707,1e-04,0.8918269276618958,0.3865179419517517
18,0.9137901663780212,0.33031389117240906,1e-04,0.8966346383094788,0.3683432340621948
19,0.9093250632286072,0.33066123723983765,1e-04,0.8924278616905212,0.36915379762649536
