epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9502283930778503,0.18621475994586945,8.999999e-06,0.9240384697914124,0.2465822696685791
1,0.9502283930778503,0.1863882839679718,8.999999e-06,0.9269230961799622,0.24782095849514008
2,0.9509497284889221,0.1871098130941391,8.999999e-06,0.9259615540504456,0.24780091643333435
3,0.9497475624084473,0.18369793891906738,8.999999e-06,0.9269230961799622,0.2471734583377838
4,0.9504688382148743,0.1872314214706421,8.999999e-06,0.925000011920929,0.24738602340221405
5,0.9519115090370178,0.18333587050437927,8.999999e-06,0.925000011920929,0.24850599467754364
6,0.9516710638999939,0.1813546121120453,2.6999999e-06,0.9240384697914124,0.24763864278793335
7,0.9521519541740417,0.17950265109539032,2.6999999e-06,0.925000011920929,0.2478846311569214
8,0.9535946249961853,0.17925310134887695,2.6999999e-06,0.9259615540504456,0.24809429049491882
9,0.9550372958183289,0.1754755973815918,2.6999999e-06,0.9259615540504456,0.24806436896324158
