epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8136085867881775,0.7594220042228699,1e-04,0.8352375030517578,0.8115076422691345
1,0.8437719345092773,0.6762306094169617,1e-04,0.8472639918327332,0.6596399545669556
2,0.858903706073761,0.6372983455657959,1e-04,0.8622970581054688,0.6100220680236816
3,0.8617095947265625,0.610713541507721,1e-04,0.8665063381195068,0.5866557955741882
4,0.8657180070877075,0.5846642255783081,1e-04,0.8677089810371399,0.5666734576225281
5,0.8631125092506409,0.5673686861991882,1e-04,0.8743234872817993,0.5676490664482117
6,0.8688245415687561,0.5417197942733765,1e-04,0.8791341185569763,0.5207236409187317
7,0.8707285523414612,0.5283423662185669,1e-04,0.870114266872406,0.533464789390564
8,0.8679226636886597,0.5107186436653137,1e-04,0.8737221956253052,0.4886667728424072
9,0.8691251873970032,0.4951731264591217,1e-04,0.8785327672958374,0.4896741509437561
10,0.8718308210372925,0.4917106628417969,1e-04,0.8815394043922424,0.46530550718307495
11,0.8713297843933105,0.476840615272522,1e-04,0.8737221956253052,0.4633072018623352
12,0.8731335997581482,0.46067333221435547,1e-04,0.8779314756393433,0.4632609784603119
13,0.8766409754753113,0.444961279630661,1e-04,0.8833433389663696,0.4303648769855499
14,0.8764405250549316,0.43890294432640076,1e-04,0.8749248385429382,0.42934709787368774
