epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.7385714054107666,1.777693510055542,1e-04,0.7716666460037231,1.6222341060638428
1,0.7767857313156128,1.510223388671875,1e-04,0.7833333611488342,1.4114044904708862
2,0.7851190567016602,1.3212904930114746,1e-04,0.7862499952316284,1.2466239929199219
3,0.7967857122421265,1.159285545349121,1e-04,0.7925000190734863,1.1128908395767212
4,0.807619035243988,1.0242607593536377,1e-04,0.784583330154419,0.998443603515625
5,0.8309524059295654,0.897743821144104,1e-04,0.76583331823349,0.9504271149635315
6,0.8626190423965454,0.7730451226234436,1e-04,0.7870833277702332,0.8798498511314392
7,0.9055952429771423,0.6274453401565552,1e-04,0.7862499952316284,0.9659030437469482
8,0.947857141494751,0.4954827129840851,1e-04,0.7862499952316284,1.002588152885437
9,0.9721428751945496,0.39018625020980835,1e-04,0.7816666960716248,1.0178292989730835
10,0.9780952334403992,0.33455461263656616,1e-04,0.7925000190734863,0.9631396532058716
11,0.9867857098579407,0.28396889567375183,1e-04,0.7699999809265137,1.0296189785003662
12,0.9975000023841858,0.23711568117141724,3e-05,0.784583330154419,1.0436639785766602
13,0.998452365398407,0.22301942110061646,3e-05,0.7887499928474426,1.0672351121902466
14,0.9983333349227905,0.21379269659519196,3e-05,0.7879166603088379,1.0713425874710083
