epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.889850914478302,0.4598090946674347,1e-04,0.886483907699585,0.4628257751464844
1,0.886483907699585,0.4528522789478302,1e-04,0.8879268765449524,0.44775936007499695
2,0.8912938833236694,0.44221657514572144,1e-04,0.8768638968467712,0.4576258063316345
3,0.8930575847625732,0.4343375563621521,1e-04,0.8855218887329102,0.436309814453125
4,0.8936988711357117,0.42806196212768555,1e-04,0.8850408792495728,0.4360117018222809
5,0.8938592076301575,0.4203867018222809,1e-04,0.889850914478302,0.4199291467666626
6,0.891614556312561,0.4146572947502136,1e-04,0.887445867061615,0.42004501819610596
7,0.8951418995857239,0.4063188433647156,1e-04,0.8860028982162476,0.40967971086502075
8,0.891614556312561,0.4024999737739563,1e-04,0.8903318643569946,0.4016827940940857
9,0.8933781981468201,0.3967117369174957,1e-04,0.887445867061615,0.4010941982269287
