epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.852142870426178,0.6946954131126404,1e-04,0.8668749928474426,0.7419722080230713
1,0.9055356979370117,0.5725051164627075,1e-04,0.8774999976158142,0.6800550222396851
2,0.9210714101791382,0.5196362733840942,1e-04,0.890625,0.6098195910453796
3,0.9350000023841858,0.46767738461494446,1e-04,0.875,0.6139724254608154
4,0.9558928608894348,0.4052686095237732,1e-04,0.890625,0.582102358341217
5,0.9653571248054504,0.3641010522842407,1e-04,0.8924999833106995,0.6164228916168213
6,0.9837499856948853,0.30353063344955444,1e-04,0.8712499737739563,0.7650258541107178
7,0.9873214364051819,0.28038161993026733,1e-04,0.8675000071525574,0.7709589600563049
8,0.9900000095367432,0.2637387216091156,1e-04,0.887499988079071,0.7266731858253479
9,0.9873214364051819,0.2580677568912506,1e-04,0.8893749713897705,0.8064760565757751
