epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9371423125267029,0.16530153155326843,1e-04,0.9100114107131958,0.24669170379638672
1,0.9389248490333557,0.15733733773231506,1e-04,0.8986023664474487,0.26788023114204407
2,0.9390186667442322,0.15633465349674225,1e-04,0.9080148339271545,0.2474450320005417
3,0.9410826563835144,0.1529208868741989,1e-04,0.9124358296394348,0.23476819694042206
4,0.9412702918052673,0.148060604929924,1e-04,0.9171420335769653,0.22454918920993805
5,0.9423022866249084,0.14565448462963104,1e-04,0.9117227792739868,0.23765747249126434
6,0.942020833492279,0.14962369203567505,1e-04,0.898459792137146,0.26036664843559265
7,0.9465240836143494,0.14040420949459076,1e-04,0.9164289832115173,0.22223834693431854
8,0.9441786408424377,0.14413298666477203,1e-04,0.9168568253517151,0.21938693523406982
9,0.9441786408424377,0.13796217739582062,1e-04,0.9087278842926025,0.24792426824569702
