epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.947343111038208,0.1865103840827942,3e-05,0.9230769276618958,0.22698675096035004
1,0.9463813304901123,0.17954669892787933,3e-05,0.925000011920929,0.2281132936477661
2,0.9420533776283264,0.18167240917682648,3e-05,0.9307692050933838,0.22379717230796814
3,0.9475835561752319,0.1773030161857605,3e-05,0.9278846383094788,0.2269032597541809
4,0.9466217756271362,0.1780869960784912,3e-05,0.925000011920929,0.23002812266349792
5,0.9497475624084473,0.1743776947259903,3e-05,0.9269230961799622,0.23764795064926147
6,0.9478240013122559,0.17313139140605927,8.999999e-06,0.925000011920929,0.2320808321237564
7,0.9516710638999939,0.16801771521568298,8.999999e-06,0.9230769276618958,0.23130065202713013
8,0.9492666721343994,0.16982188820838928,8.999999e-06,0.9211538434028625,0.23225148022174835
9,0.9523923993110657,0.16455869376659393,8.999999e-06,0.9259615540504456,0.2326774150133133
