epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8934555053710938,0.26376864314079285,1e-04,0.9170866012573242,0.2142046093940735
1,0.9246073365211487,0.19130389392375946,1e-04,0.934951901435852,0.17620958387851715
2,0.9350785613059998,0.17152473330497742,1e-04,0.9271644353866577,0.17561320960521698
3,0.9379581212997437,0.16464966535568237,1e-04,0.9340357184410095,0.1755600869655609
4,0.938874363899231,0.16143053770065308,1e-04,0.9289968013763428,0.17898154258728027
5,0.9421465992927551,0.15454520285129547,1e-04,0.9363261461257935,0.1642085313796997
6,0.9446334838867188,0.15130279958248138,1e-04,0.9399908185005188,0.15369723737239838
7,0.9426701664924622,0.15102501213550568,1e-04,0.9386165738105774,0.1602969467639923
8,0.9435864090919495,0.14711953699588776,1e-04,0.9399908185005188,0.1608526110649109
9,0.9465968608856201,0.13958854973316193,1e-04,0.9418231844902039,0.15162672102451324
10,0.9473822116851807,0.13466335833072662,1e-04,0.9363261461257935,0.16426096856594086
11,0.9496073126792908,0.1313895285129547,1e-04,0.9431974291801453,0.14833460748195648
12,0.9496073126792908,0.13436822593212128,1e-04,0.9395327568054199,0.14906759560108185
13,0.9528796076774597,0.1250031739473343,1e-04,0.9409070014953613,0.15540876984596252
14,0.952748715877533,0.12744952738285065,1e-04,0.9377003908157349,0.15333063900470734
15,0.9551047086715698,0.11916426569223404,1e-04,0.9454878568649292,0.15164895355701447
16,0.9562827348709106,0.11735513806343079,1e-04,0.9418231844902039,0.15191353857517242
17,0.963350772857666,0.10109290480613708,3e-05,0.9427393674850464,0.14838650822639465
18,0.9621727466583252,0.09809543937444687,3e-05,0.9431974291801453,0.1497707962989807
19,0.9660995006561279,0.09469319134950638,3e-05,0.9409070014953613,0.15197548270225525
